レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040701,2026.9.21,月,中山,4中7,1,,未勝利,障害(直線ダ),2880,,,,,14,09:45,,定量,３上
5,,7,,,,,ユアフェリシティ,,牡,3,連,9,12,中山,D,1800,重,2,1,１勝ｸﾗｽ,38.5,先行,16,5,24,京都,D,1900,良,3,7,１勝ｸﾗｽ*,39.5,逃げ,3,5,2,新潟,D,1800,重,3,3,わらび賞･1勝,39.9,先行,10,2,22,東京,D,1600,良,5,10,ヒヤシン(L),37.5,後方,連,2,15,東京,D,1600,良,4,6,１勝ｸﾗｽ*,37.1,先行,3
5,,8,,,,,ホーナー,,牡,3,17,5,23,東京,D,1600,重,13,12,１勝ｸﾗｽ*,36.7,後方,14,2,15,京都,D,1900,良,9,6,１勝ｸﾗｽ*,40.7,後方,3,1,24,京都,D,1800,良,1,5,新馬,37.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,B,9,,,,,オウケンヴィーナス,,牝,5,26,3,21,阪神,D,1800,良,9,11,１勝ｸﾗｽ・牝,38.7,後方,2,3,7,中山,D,1800,重,13,12,１勝ｸﾗｽ,39.7,後方,15,11,24,東京,T,2400,良,12,11,南武特別･2勝,36.2,後方,4,10,26,新潟,D,1800,稍,11,12,１勝ｸﾗｽ,39.4,後方,連,10,18,新潟,D,1800,良,7,13,１勝ｸﾗｽ・牝,39.2,後方,17
6,,10,,,,,サムワンライクユー,,牡,6,13,6,20,東京,D,1600,不,9,13,１勝ｸﾗｽ,36.4,後方,8,4,26,東京,D,1600,稍,13,9,１勝ｸﾗｽ,39.6,先行,4,3,29,中山,D,1800,稍,4,9,１勝ｸﾗｽ,38.9,差し,3,3,7,中山,D,1800,重,6,9,１勝ｸﾗｽ,39.7,中団,2,2,21,東京,D,1600,良,12,16,１勝ｸﾗｽ,36.2,中団,3
7,,11,,,,,クリノゴッホ,,セ,6,連,9,13,中山,T,1600,稍,16,16,１勝ｸﾗｽ,36.7,後方,6,8,1,新潟,T,1200,良,10,14,１勝ｸﾗｽ,34.4,中団,2,7,18,福島,T,1200,良,外,--,１勝ｸﾗｽ,----,,3,6,27,福島,T,1200,良,13,12,１勝ｸﾗｽ,35.0,後方,9,4,25,福島,T,1200,良,6,11,１勝ｸﾗｽ・若,34.9,逃げ,連
7,,12,,,,,レボルシオン,,牡,5,5,8,15,新潟,D,1800,良,5,9,三国特別･1勝,40.2,逃げ,49,9,6,札幌,D,1700,良,4,6,１勝ｸﾗｽ,38.3,差し,連,8,31,札幌,D,1700,稍,4,9,１勝ｸﾗｽ,37.9,差し,50,9,16,中山,D,1800,良,10,5,１勝ｸﾗｽ,42.0,後方,11,6,29,福島,D,1700,良,1,4,未勝利,39.4,先行,2
8,,13,,,,,ナックスプレンダー,,牡,3,27,3,15,中山,D,1800,良,3,2,未勝利,38.9,差し,3,2,21,東京,D,1600,良,2,3,未勝利,36.9,追込,3,2,1,東京,D,1400,良,3,3,未勝利,37.4,差し,8,12,6,中山,D,1200,良,2,8,新馬,36.6,差し,初,,,,,,,,,,,,
8,,14,,,,,アンシュウマト,,牡,3,5,8,15,新潟,D,1800,良,8,4,三国特別･1勝,39.7,中団,14,5,9,東京,D,1600,良,1,2,未勝利,36.6,先行,3,4,19,中山,D,1800,良,2,3,未勝利,39.4,先行,3,3,28,中山,D,1800,重,2,4,未勝利,39.5,先行,5,2,21,東京,D,1600,良,6,7,未勝利,37.5,後方,12
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040708,2026.9.21,月,中山,4中7,8,,1勝,芝,2200,C,4,,,18,13:40,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,プルーヴンウィナー,,牝,5,15,6,6,東京,D,1600,良,8,9,１勝ｸﾗｽ・牝,36.9,後方,3,5,16,東京,D,1600,良,3,8,１勝ｸﾗｽ・牝,36.4,差し,14,2,8,小倉,D,1700,良,10,7,１勝ｸﾗｽ・牝,38.8,後方,2,1,24,小倉,D,2400,良,6,4,１勝ｸﾗｽ,39.2,後方,10,11,15,福島,D,2400,良,8,15,１勝ｸﾗｽ,41.6,逃げ,3
1,B,2,,,,,リリエンフェルト,,牝,5,9,7,18,福島,T,2600,良,11,11,開成山特･1勝,37.1,中団,3,6,28,福島,T,2600,良,8,11,１勝ｸﾗｽ,34.7,後方,3,6,6,東京,T,2400,良,12,12,稲城特別･1勝,34.6,後方,10,3,31,園田,D,1400,稍,1,3,Ｃ３一,----,先行,2,3,12,姫路,D,1400,良,3,1,鋳物師,----,先行,3
2,B,3,,,,,コウセイケンタロス,,セ,4,3,8,29,新潟,T,2200,稍,13,13,１勝ｸﾗｽ,38.6,後方,19,4,19,福島,T,2000,良,10,10,１勝ｸﾗｽ,37.3,後方,36,8,10,札幌,T,2600,良,11,14,未勝利,38.2,後方,11,5,24,東京,T,2000,良,16,17,未勝利,36.3,中団,2,5,11,東京,T,2000,良,10,12,未勝利,38.4,中団,11
2,,4,,,,,ラルガメンテ,,牝,4,13,6,21,東京,D,1600,重,10,10,１勝ｸﾗｽ・牝,38.0,後方,8,4,25,東京,D,1400,稍,6,9,１勝ｸﾗｽ・牝,37.7,中団,4,3,29,中京,D,1800,良,6,8,１勝ｸﾗｽ・牝,38.9,先行,11,1,12,中山,D,1800,良,11,8,１勝ｸﾗｽ・牝,40.4,中団,4,12,14,中京,D,1800,稍,5,9,１勝ｸﾗｽ・若,39.3,先行,9
3,,5,,,,,メアヴィア,,牝,5,11,7,4,福島,T,2000,良,9,8,伊達特別･1勝,36.7,ﾏｸﾘ,16,3,15,中京,T,2000,良,10,6,１勝ｸﾗｽ,37.6,逃げ,4,2,15,京都,T,2000,良,5,5,１勝ｸﾗｽ,35.8,逃げ,14,11,9,福島,T,1800,良,14,6,二本松特･1勝,37.6,先行,4,10,11,東京,T,2000,良,3,7,１勝ｸﾗｽ,35.7,逃げ,8
3,,6,,,,,リュウジンマル,,牡,4,27,3,15,中山,D,1800,良,止,9,１勝ｸﾗｽ,----,,7,1,23,笠松,D,1600,良,1,1,牡丹雪,----,先行,3,1,7,笠松,D,1600,良,1,1,書初め,----,先行,連,12,26,笠松,D,1400,重,1,1,馬産地,----,先行,20,8,10,新潟,D,1200,不,11,6,未勝利,37.3,後方,9
4,,7,,,,,マーゴットソラーレ,,セ,5,2,9,5,中山,T,1800,良,6,9,古作特別･1勝,35.1,逃げ,17,5,9,新潟,S,2890,稍,止,9,障害未勝利,----,,8,3,14,中京,T,2200,良,9,7,鶴舞特別･1勝,37.9,逃げ,4,2,15,東京,T,2400,良,3,5,１勝ｸﾗｽ,34.8,逃げ,13,11,15,福島,T,2600,良,5,11,１勝ｸﾗｽ,37.6,逃げ,連
4,,8,,,,,ウイントリベルガ,,牡,3,4,8,22,中京,T,2000,良,17,11,未勝利,34.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,9,,,,,ピースヒロフェイス,,牝,5,2,9,5,阪神,T,2000,良,8,9,１勝ｸﾗｽ,34.6,中団,3,8,15,中京,T,2000,良,7,8,常滑特別･1勝,35.7,中団,26,2,15,京都,T,2000,良,12,4,１勝ｸﾗｽ,36.6,後方,2,1,31,東京,T,1800,良,5,9,１勝ｸﾗｽ,33.2,後方,3,1,12,中山,T,2000,良,6,13,１勝ｸﾗｽ,34.4,中団,13
5,B,10,,,,,フォーグッド,,セ,7,3,8,29,新潟,T,2200,稍,12,9,１勝ｸﾗｽ,36.1,後方,14,5,23,新潟,T,2000,稍,12,9,尖閣湾特･1勝,35.7,後方,5,4,19,福島,T,2000,良,6,5,１勝ｸﾗｽ,34.9,後方,5,3,15,中京,T,2000,良,6,9,１勝ｸﾗｽ,34.3,後方,4,2,15,東京,T,2400,良,7,9,１勝ｸﾗｽ,34.4,中団,4
6,B,11,,,,,テイキットイージー,,牡,5,3,8,29,新潟,T,2200,稍,5,8,１勝ｸﾗｽ,36.1,中団,3,8,9,新潟,T,2000,良,6,6,１勝ｸﾗｽ,32.9,後方,3,7,18,福島,T,2600,良,4,6,開成山特･1勝,35.9,追込,3,6,28,福島,T,2600,良,7,9,１勝ｸﾗｽ,34.7,中団,9,4,26,福島,T,2600,良,6,8,１勝ｸﾗｽ,35.6,中団,2
6,,12,,,,,イモータリス,,牡,3,4,8,23,新潟,T,2000,良,4,3,１勝ｸﾗｽ,34.7,差し,6,7,11,福島,T,2000,良,3,3,１勝ｸﾗｽ,35.0,先行,14,4,4,中山,T,2200,稍,3,1,山吹賞･1勝*,36.4,先行,13,1,5,中山,T,2000,良,1,3,未勝利,35.1,差し,4,12,6,中山,T,2000,良,2,3,新馬,34.8,先行,初
7,,13,,,,,ブリックアブラック,,牡,3,2,9,6,中山,T,2000,重,6,11,未勝利,36.6,後方,連,8,29,新潟,T,2200,稍,4,10,未勝利,35.5,差し,3,8,9,札幌,T,2600,良,13,11,未勝利,36.3,後方,4,7,12,函館,T,2600,重,3,14,未勝利,36.0,追込,2,6,28,函館,T,2600,良,13,12,未勝利,36.1,後方,2
7,B,14,,,,,マルカベント,,牡,4,3,8,29,新潟,D,1800,稍,11,14,新発田城･1勝,38.6,後方,10,6,24,笠松,D,1400,良,2,1,Ｂ２組,----,ﾏｸﾘ,2,6,10,笠松,D,1580,良,3,2,水無月,----,ﾏｸﾘ,3,5,14,笠松,D,1400,良,1,2,Ｂ５組,----,先行,3,4,28,笠松,D,1800,良,4,1,春満月,----,ﾏｸﾘ,連
8,,15,,,,,サフランルージュ,,牝,3,7,8,1,新潟,T,2200,良,5,9,燕特別･1勝,34.5,中団,3,7,12,福島,T,1800,稍,6,9,織姫賞･1勝,36.0,中団,10,5,2,東京,T,1800,良,10,10,スイート(L),35.1,中団,3,4,11,福島,T,1800,良,1,14,未勝利・牝,34.6,差し,初,,,,,,,,,,,,
8,,16,,,,,ベルウッドクレド,,牡,3,7,8,1,新潟,T,2200,良,6,8,燕特別･1勝,34.9,先行,13,5,3,東京,T,2000,良,11,14,プリンシ(L),34.3,中団,12,2,7,東京,T,1800,良,1,4,新馬,34.8,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040709,2026.9.21,月,中山,4中7,9,鋸山特別,2勝,ダート,1800,,4,,,16,14:10,牝,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,コンアフェット,,牝,4,8,7,26,新潟,D,1800,不,10,4,麒麟山特･2勝,37.4,中団,12,5,3,新潟,D,1800,稍,2,2,咲花特別･2勝,37.5,差し,9,2,28,阪神,D,1800,良,5,6,２勝ｸﾗｽ・牝,37.5,中団,12,12,7,中京,D,1800,良,2,5,犬山特別･2勝,38.0,差し,11,9,21,中山,D,1800,良,6,6,２勝ｸﾗｽ・牝,39.3,先行,6
1,,2,,,,,ヴァズレーヌ,,牝,5,8,7,26,新潟,D,1800,不,3,9,麒麟山特･2勝,36.5,差し,8,5,30,東京,D,2100,良,6,12,２勝ｸﾗｽ,39.2,中団,3,5,9,新潟,D,1800,稍,1,3,１勝ｸﾗｽ・牝,40.4,先行,7,3,22,中京,D,1800,良,9,7,１勝ｸﾗｽ,37.1,中団,7,1,31,東京,D,2100,良,16,8,１勝ｸﾗｽ,39.7,中団,15
2,,3,,,,,パースウェイド,,牝,4,8,7,26,新潟,D,1800,不,2,6,麒麟山特･2勝,36.7,先行,14,4,19,中山,D,1800,良,7,2,利根川特･2勝,38.4,中団,7,3,1,中山,D,1800,稍,1,1,１勝ｸﾗｽ・牝,37.4,先行,5,1,24,中山,D,1800,良,4,1,１勝ｸﾗｽ・牝,39.2,先行,27,7,19,福島,D,1700,良,6,1,１勝ｸﾗｽ・牝,38.4,中団,9
2,,4,,,,,エアトベーレ,,牝,3,9,7,19,福島,D,1700,良,1,1,１勝ｸﾗｽ,38.4,差し,2,7,4,福島,D,1700,稍,2,7,１勝ｸﾗｽ,37.3,先行,4,6,6,東京,D,1600,良,7,10,１勝ｸﾗｽ・牝,36.9,後方,8,4,12,福島,D,1700,良,1,1,未勝利・牝,38.2,先行,3,3,22,中京,D,1800,良,3,1,未勝利・牝,38.0,先行,6
3,,5,,,,,サファイアテソーロ,,牝,3,15,6,6,東京,D,1600,良,1,13,１勝ｸﾗｽ・牝,37.3,先行,4,5,10,東京,D,1600,良,1,3,未勝利・牝,37.3,差し,20,12,21,中山,T,1600,重,13,13,新馬,37.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,フィールオーサム,,牝,4,7,8,2,新潟,D,1800,良,2,1,苗場特別･2勝,38.4,先行,10,5,23,東京,D,1600,稍,5,3,２勝ｸﾗｽ・牝,35.8,先行,2,5,10,新潟,D,1800,良,2,2,五泉特Ｈ･2勝,38.8,逃げ,7,3,22,中山,D,1800,良,6,5,２勝ｸﾗｽ・牝,40.3,逃げ,8,1,24,中山,D,1800,良,5,3,初霞賞･2勝,40.1,逃げ,2
4,B,7,,,,,コパノエビータ,,牝,5,3,8,30,新潟,D,1800,良,10,15,両津湾特･2勝,38.7,中団,9,6,28,函館,D,1700,稍,5,7,渡島特別･2勝,38.3,中団,3,6,7,東京,D,1600,良,14,15,小金井特･2勝,38.4,中団,3,5,17,東京,D,1600,良,10,15,青梅特Ｈ･2勝,36.3,後方,8,3,22,中山,D,1800,良,13,14,２勝ｸﾗｽ・牝,41.0,後方,45
4,,8,,,,,カスバートテソーロ,,牝,4,4,8,23,札幌,D,1700,良,10,10,WASJ第３･2勝,38.6,後方,3,8,1,札幌,D,1700,稍,3,8,大倉山特･2勝,38.7,差し,14,4,26,福島,D,1700,良,11,9,尾瀬特別･2勝,38.6,後方,2,4,12,福島,D,1700,良,1,4,１勝ｸﾗｽ・牝,37.9,先行,10,1,31,東京,D,2100,良,11,7,１勝ｸﾗｽ,39.1,中団,3
5,,9,,,,,ルージュマローネ,,牝,4,3,8,29,札幌,D,1700,稍,12,9,千歳特別･2勝,38.4,後方,6,7,19,函館,D,1700,不,14,8,駒場特別･2勝,42.9,後方,3,6,28,函館,D,1700,稍,4,8,渡島特別･2勝,37.8,先行,8,5,3,新潟,D,1800,稍,11,8,咲花特別･2勝,38.9,逃げ,3,4,11,福島,D,1700,良,1,9,１勝ｸﾗｽ・若,38.7,逃げ,3
5,,10,,,,,ヴァリオーサ,,牝,4,17,5,24,東京,T,1800,良,11,9,国分寺Ｈ･2勝,35.0,後方,2,5,9,東京,D,1400,良,12,13,２勝ｸﾗｽ・牝,36.8,中団,7,3,22,中山,D,1800,良,10,13,２勝ｸﾗｽ・牝,40.9,先行,3,3,1,小倉,D,1700,稍,1,5,１勝ｸﾗｽ・牝,38.6,先行,5,1,24,中山,D,1800,良,2,5,１勝ｸﾗｽ・牝,38.8,先行,3
6,,11,,,,,ロイスター,,牝,3,4,8,22,中京,D,1800,良,12,3,大府特別･2勝,40.6,中団,18,4,18,阪神,D,1800,良,1,8,１勝ｸﾗｽ・牝*,37.3,追込,3,3,29,阪神,D,1800,良,1,6,未勝利・牝,37.8,追込,初,,,,,,,,,,,,,,,,,,,,,,,,
6,B,12,,,,,レーヴドレフォン,,牝,5,8,7,26,新潟,D,1800,不,11,15,麒麟山特･2勝,37.3,後方,9,5,23,東京,D,1600,稍,11,14,２勝ｸﾗｽ・牝,35.6,後方,14,2,14,京都,D,1900,稍,7,10,２勝ｸﾗｽ,39.2,中団,2,1,31,小倉,D,1700,良,12,6,平尾台特･2勝,38.2,後方,8,12,6,中京,D,1800,良,1,9,１勝ｸﾗｽ・牝,37.6,追込,2
7,,13,,,,,セレーノ,,牝,3,3,8,29,中京,D,1800,稍,1,2,１勝ｸﾗｽ・牝,37.2,逃げ,12,6,7,阪神,D,1800,稍,12,12,１勝ｸﾗｽ・牝,39.3,中団,11,3,22,中京,D,1800,良,1,4,未勝利・牝,37.8,逃げ,14,12,14,中京,D,1800,稍,5,5,未勝利・牝*,40.6,中団,3,11,22,福島,D,1700,良,2,10,未勝利・牝*,39.4,先行,7
7,,14,,,,,ヴンダーバール,,牝,3,11,7,5,福島,D,1700,良,1,1,１勝ｸﾗｽ・牝,38.3,逃げ,2,6,21,東京,D,1600,重,2,1,１勝ｸﾗｽ・牝,36.5,差し,2,6,6,東京,D,1600,良,5,1,１勝ｸﾗｽ・牝,37.3,中団,3,5,17,東京,D,1600,良,2,2,１勝ｸﾗｽ・牝*,36.5,逃げ,24,11,30,東京,D,1600,良,1,1,未勝利*,37.6,逃げ,3
8,B,15,,,,,ステラスプレンダー,,牝,5,8,7,25,中京,D,1400,良,15,16,四日市特･2勝,37.5,後方,11,5,9,京都,T,1600,良,11,9,久御山特･2勝,35.6,中団,3,4,18,福島,D,1700,良,13,12,ラジオＨ･2勝,39.6,中団,11,1,31,小倉,D,1700,良,14,7,平尾台特･2勝,39.6,逃げ,10,11,24,福島,D,1700,良,1,13,１勝ｸﾗｽ・牝,39.1,先行,5
8,,16,,,,,ユーヴェリア,,牝,5,9,7,18,小倉,D,1700,稍,8,9,熊本城特･2勝,38.8,中団,2,7,7,川崎,D,1600,重,1,7,ジュラ,----,先行,4,6,6,阪神,D,1400,良,11,14,１勝ｸﾗｽ,39.3,逃げ,22,1,4,京都,D,1200,良,15,13,１勝ｸﾗｽ,36.2,後方,2,12,20,中京,D,1400,稍,4,15,１勝ｸﾗｽ・牝,36.8,追込,12
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040710,2026.9.21,月,中山,4中7,10,２００６メモリアルディープインパクトカップ,2勝,芝,1600,C,3,,,16,14:50,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,フミサウンド,,牡,6,3,8,30,札幌,T,1200,良,8,14,ＨＢＣＨ･2勝,35.1,中団,6,7,18,函館,T,1200,良,9,5,潮騒特別･2勝,35.1,中団,5,6,14,函館,T,1200,良,7,11,函館日刊･2勝,34.4,中団,3,5,23,東京,T,1400,良,6,13,高尾特別･2勝,33.4,先行,4,4,25,福島,T,1200,良,14,12,医王寺特･2勝,33.6,後方,10
2,,2,,,,,レッドレナート,,牡,5,16,5,30,東京,T,1600,良,8,8,葉山特別･2勝,34.3,先行,4,5,3,東京,D,1300,稍,13,6,２勝ｸﾗｽ,38.0,先行,6,3,22,中山,D,1200,良,8,6,鎌ケ谷特･2勝,37.2,先行,2,3,7,中山,T,1600,稍,1,3,１勝ｸﾗｽ,36.3,逃げ,3,2,14,東京,T,1600,良,2,8,１勝ｸﾗｽ,34.1,差し,9
3,,3,,,,,ジャルディニエ,,牝,4,2,9,6,札幌,T,1800,良,12,11,ＨＴＢ賞･2勝,36.3,後方,9,7,5,小倉,D,1700,不,10,9,九州スポ･2勝,36.9,後方,9,5,2,新潟,T,1800,稍,8,15,胎内川特･2勝,35.1,中団,8,3,7,阪神,T,1600,良,7,5,２勝ｸﾗｽ,34.2,後方,8,1,11,中山,T,1800,良,7,6,初咲賞･2勝,34.9,先行,8
4,,4,,,,,エリム,,牝,6,連,9,12,中山,T,1600,重,6,13,御宿特別･2勝,35.1,中団,8,7,19,函館,T,1800,重,8,13,かもめ島･2勝,36.3,中団,連,7,12,函館,T,1800,重,10,14,北海Ｈ･2勝,35.9,中団,4,6,13,函館,T,1800,稍,15,14,松前特別･2勝,35.5,後方,8,4,19,中山,T,2000,良,7,12,野島崎特･2勝,34.7,後方,4
5,,5,,,,,デイトナチャンプ,,牡,3,8,7,26,札幌,T,1500,良,1,1,１勝ｸﾗｽ,34.5,先行,11,5,9,東京,T,1800,良,6,1,１勝ｸﾗｽ*,34.7,先行,7,3,21,中山,T,1600,良,2,5,１勝ｸﾗｽ*,34.2,差し,11,1,5,中山,T,1600,良,1,1,新馬,35.2,先行,初,,,,,,,,,,,,
6,,6,,,,,セブンマイスター,,牡,5,4,8,23,中京,T,1600,良,10,6,有松特別･2勝,33.8,中団,10,6,14,東京,D,1600,稍,8,3,２勝ｸﾗｽ,38.9,先行,7,4,26,東京,D,1600,稍,1,1,１勝ｸﾗｽ,36.7,先行,12,2,1,東京,D,1600,良,2,1,１勝ｸﾗｽ,37.5,先行,14,10,26,東京,D,1600,不,2,2,１勝ｸﾗｽ,35.1,先行,30
6,,7,,,,,アロンソア,,牡,3,4,8,23,中京,T,1600,良,12,5,有松特別･2勝,33.9,後方,9,6,20,阪神,T,1600,重,1,14,１勝ｸﾗｽ,33.9,追込,12,3,28,中山,T,1800,稍,4,5,１勝ｸﾗｽ*,35.1,逃げ,6,2,14,小倉,T,2000,良,6,9,あすなろ･1勝,35.7,中団,3,1,24,京都,T,2000,良,11,11,若駒Ｓ(L),36.5,後方,9
7,B,8,,,,,ロゼル,,牡,6,11,7,5,福島,T,1800,良,8,10,白河特別･2勝,36.2,中団,3,6,14,東京,T,1600,良,8,10,芦ノ湖特･2勝,34.4,先行,3,5,24,京都,T,1800,良,9,8,聖護院特･2勝,34.5,中団,7,4,5,中山,T,1600,稍,6,9,２勝ｸﾗｽ,35.1,後方,3,3,15,中山,T,1600,良,7,7,２勝ｸﾗｽ,34.8,先行,7
7,,9,,,,,アルデトップガン,,牡,3,8,7,26,札幌,T,1500,良,3,3,羊ヶ丘Ｈ･2勝,34.0,追込,11,5,9,東京,D,1600,良,5,5,青竜Ｓ,36.7,中団,4,4,11,中山,T,1600,良,5,7,ニュージG2,33.9,中団,4,3,15,中京,D,1400,良,4,9,昇竜Ｓ,36.1,差し,11,12,28,中山,D,1200,良,1,6,１勝ｸﾗｽ*,36.9,追込,7
8,,10,,,,,サヴァビアン,,牡,8,3,8,29,中京,T,1400,良,13,14,桑名特別･2勝,33.4,後方,6,7,18,福島,D,1700,良,9,14,米沢特別･2勝,37.9,後方,4,6,20,阪神,T,1600,稍,8,9,舞子特Ｈ･2勝,35.1,後方,9,4,18,阪神,T,1400,良,7,9,丹波特別･2勝,34.3,中団,4,3,22,阪神,T,1600,良,8,8,皆生特別･2勝,35.1,後方,8
8,,11,,,,,プリムツァール,,牝,4,24,4,5,中山,T,1600,稍,2,1,２勝ｸﾗｽ,34.9,先行,8,2,10,東京,T,1800,良,3,2,２勝ｸﾗｽ・牝,34.1,先行,2,1,24,中山,T,1600,良,1,1,１勝ｸﾗｽ,33.9,先行,14,10,19,東京,T,1800,良,4,3,１勝ｸﾗｽ,34.0,先行,3,9,28,中山,T,1600,良,4,4,１勝ｸﾗｽ,34.0,差し,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040711,2026.9.21,月,中山,4中7,11,JRAアニバーサリーＳ,3勝,ダート,1800,,4,,,16,15:30,,ﾊﾝﾃﾞ,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,マーシヴィガラス,,牡,6,4,8,23,札幌,D,1700,良,1,12,WASJ第３･2勝,37.7,先行,4,7,29,川崎,D,1600,良,2,9,スパー,----,先行,31,12,20,中京,D,1400,稍,16,7,ヤングジ･2勝,39.2,中団,4,11,23,東京,D,1600,良,13,12,２勝ｸﾗｽ,36.7,先行,3,11,2,東京,D,1600,重,4,12,清里特別･2勝,36.2,先行,5
1,,2,,,,,キョウエイフロイデ,,牝,5,14,6,13,東京,D,1600,稍,4,5,夏至Ｓ･3勝,34.5,追込,3,5,23,東京,D,1600,稍,1,1,２勝ｸﾗｽ・牝,34.3,追込,4,4,25,東京,D,1600,稍,2,4,２勝ｸﾗｽ,35.6,先行,10,2,14,東京,D,1600,良,2,7,２勝ｸﾗｽ,36.0,追込,3,1,24,中山,D,1800,良,1,2,１勝ｸﾗｽ・牝,38.0,差し,2
2,,3,,,,,ディーズゴールド,,牡,4,11,7,4,福島,D,1700,稍,1,1,横手特別･2勝,36.7,先行,6,5,24,東京,D,1600,稍,4,7,三峰山特･2勝,36.3,先行,4,4,25,東京,D,1600,稍,4,3,２勝ｸﾗｽ,36.3,差し,8,2,28,中山,D,1800,稍,4,4,２勝ｸﾗｽ,38.9,先行,9,12,28,中山,D,1800,良,3,1,ハッピー･2勝,39.6,先行,7
2,,4,,,,,グレイテストソング,,牡,4,15,6,6,東京,D,1400,良,9,15,麦秋ＳＨ･3勝,35.9,中団,9,4,5,中山,D,1800,重,7,8,アリエＨ･3勝,38.5,中団,11,1,17,中山,D,1800,良,10,7,アレキＨ･3勝,37.6,後方,6,12,7,中山,D,1800,良,9,6,市川ＳＨ･3勝,38.3,中団,20,7,20,函館,D,1700,良,1,1,駒場特別･2勝,37.3,先行,2
